time,latitude,longitude,depth,mag,mag_type,net,string_id,place,horizontal_error,mag_error,mag_nst,location_source
2022-06-13T15:11:56.380Z,19.16933333,-155.495,34.45,2.82,ml,hv,hv73042942,"4 km SSW of Pāhala, Hawaii",0.42,0.190827416,31,hv
2022-06-13T15:07:12.620Z,39.434,-110.3183333,-1.11,1.55,md,uu,uu60501677,"14 km SSE of Sunnyside, Utah",1.98,0.226,4,uu
2022-06-13T15:06:56.506Z,37.9938,75.0657,74.64,4.3,mb,us,us7000hh3e,"98 km ESE of Murghob, Tajikistan",8.7,0.117,24,us
2022-06-13T14:53:47.962Z,29.27764893,-97.44381893,3.839396159,2.5,ml,tx,tx2022lmyn,"18 km E of Smiley, Texas",2.439600157,0.1,11,tx
2022-06-13T14:44:49.813Z,60.0967,-150.3444,42.8,1.8,ml,ak,ak0227jgqit1,"43 km NE of Fox River, Alaska",,,,ak
2022-06-13T14:31:56.260Z,19.677,-155.2508333,37.31,2.26,md,hv,hv73042922,"17 km WSW of Hilo, Hawaii",0.47,0.138152149,12,hv
2022-06-13T14:28:51.032Z,59.3667,-152.6511,82.1,1.5,ml,ak,ak0227jgn3fz,"41 km W of Nanwalek, Alaska",,,,ak
2022-06-13T14:28:27.450Z,19.16799927,-155.5041656,33.49000168,1.88999999,md,hv,hv73042917,"4 km SW of Pāhala, Hawaii",0.68,0.850000024,12,hv
2022-06-13T14:09:58.770Z,33.234,-116.1028333,9.33,2.27,ml,ci,ci40039567,"10km NNE of Ocotillo Wells, CA",0.13,0.182,25,ci
2022-06-13T14:03:45.270Z,35.9428333,-117.371,3,1.16,ml,ci,ci40039559,"20km N of Searles Valley, CA",0.28,0.1,8,ci
2022-06-13T13:54:56.732Z,61.1452,-147.5774,5.3,1.1,ml,ak,ak0227jg78w9,"57 km WNW of Tatitlek, Alaska",,,,ak
2022-06-13T13:53:53.804Z,62.6656,-145.4693,0,1.3,ml,ak,ak0227jg70yc,"41 km NNW of Gakona, Alaska",,,,ak
2022-06-13T13:45:21.023Z,61.2443,-146.778,35.8,1.8,ml,ak,ak0227jg58p2,"26 km WNW of Valdez, Alaska",,,,ak
2022-06-13T13:13:28.720Z,18.43216667,-65.1075,16.43,3.09,md,pr,pr71353918,"21 km WNW of Charlotte Amalie, U.S. Virgin Islands",5.32,0.11343729,3,pr
2022-06-13T12:58:01.900Z,35.8875,-117.6891667,5.59,1.28,ml,ci,ci40039527,"20km ESE of Little Lake, CA",0.18,0.16,12,ci
2022-06-13T12:53:01.330Z,36.8555,-97.78583333,7.65,2.18,ml,ok,ok2022lmun,"7 km NW of Medford, Oklahoma",,0.21,38,ok
2022-06-13T12:37:15.653Z,59.9454,-151.4399,59.8,1.7,ml,ak,ak0227jfi2zn,"16 km E of Happy Valley, Alaska",,,,ak
2022-06-13T12:25:31.890Z,36.0901667,-117.691,0.87,1.7,ml,ci,ci40039511,"24km ENE of Coso Junction, CA",0.21,0.151,21,ci
2022-06-13T12:21:56.550Z,51.54183333,-177.2358333,13.26,1.55,ml,av,av91598126,"55 km SW of Adak, Alaska",0.63,0.260899456,18,av
2022-06-13T12:19:10.670Z,36.8771667,-121.612,8.04,1.42,md,nc,nc73744956,"3km ESE of Aromas, CA",0.25,0.204,26,nc
2022-06-13T12:08:15.990Z,33.2381667,-116.1026667,9.66,1.22,ml,ci,ci40039503,"11km NNE of Ocotillo Wells, CA",0.19,0.169,25,ci
2022-06-13T12:04:50.326Z,61.3931,-141.2733,0,1.1,ml,ak,ak0227jfb2zs,"88 km E of McCarthy, Alaska",,,,ak
2022-06-13T12:03:22.779Z,38.1497,-117.8766,10.6,1.3,ml,nn,nn00840817,"33 km SE of Mina, Nevada",,0.33,5,nn
2022-06-13T11:54:34.070Z,33.24,-116.1025,10.07,0.97,ml,ci,ci40039487,"11km NNE of Ocotillo Wells, CA",0.28,0.161,21,ci
2022-06-13T11:49:32.181Z,31.65833792,-104.4135954,8.316748047,2,ml,tx,tx2022lmsk,"57 km S of Whites City, New Mexico",1.225513734,0.1,19,tx
2022-06-13T11:33:00.640Z,36.85316667,-97.781,6.2,1.24,ml,ok,ok2022lmrw,"6 km NW of Medford, Oklahoma",,0.17,16,ok
2022-06-13T11:31:51.457Z,64.7172,-150.5925,21.5,1,ml,ak,ak0227jevfsx,"31 km S of Manley Hot Springs, Alaska",,,,ak
2022-06-13T11:28:07.750Z,34.4611667,-117.9236667,10.13,1.3,ml,ci,ci40039471,"5km SSW of Pearblossom, CA",0.2,0.159,25,ci
2022-06-13T11:22:40.530Z,19.25066757,-155.3760071,34.34999847,1.85000002,md,hv,hv73042792,"Island of Hawaii, Hawaii",0.72,1.08000004,10,hv
2022-06-13T11:21:23.620Z,35.5061667,-118.3945,6.58,1.31,ml,ci,ci40039455,"13km SE of Bodfish, CA",0.21,0.087,12,ci
2022-06-13T11:18:35.105Z,24.188,123.6782,23.13,4.6,mb,us,us7000hh2r,"51 km WSW of Ishigaki, Japan",3.7,0.06,82,us
2022-06-13T11:16:58.170Z,36.85316667,-97.78433333,6.99,1.2,ml,ok,ok2022lmri,"6 km NW of Medford, Oklahoma",,0.23,15,ok
2022-06-13T11:16:56.090Z,54.5565,-163.5276667,12.21,12.5,ml,av,av91062848,"33 km SSW of False Pass, Alaska",0.85,0.183056187,6,av
2022-06-13T11:11:48.960Z,17.929,-66.96266667,18.41,2,md,pr,pr71353908,"7 km SW of Guánica, Puerto Rico",2.88,0.224382594,4,pr
2022-06-13T11:10:24.430Z,32.0898333,-116.3596667,5.06,2.37,ml,ci,ci40039447,"35km NE of Ensenada, B.C., MX",0.31,0.151,23,ci
2022-06-13T11:09:04.500Z,36.84983333,-97.78566667,7.95,3.14,ml,ok,ok2022lmrb,"6 km NW of Medford, Oklahoma",,0.25,41,ok
2022-06-13T10:52:33.825Z,60.0764,-152.8105,105.5,2.1,ml,ak,ak0227jeegui,"61 km WNW of Happy Valley, Alaska",,,,ak
2022-06-13T10:51:13.381Z,61.4986,-146.5371,31.4,1.5,ml,ak,ak0227jee7l6,"42 km NNW of Valdez, Alaska",,,,ak
2022-06-13T10:49:26.304Z,60.8105,-150.9716,59.9,1.1,ml,ak,ak0227jedt5i,"Kenai Peninsula, Alaska",,,,ak
2022-06-13T10:44:01.240Z,33.5081667,-116.4565,5.69,0.96,ml,ci,ci40039399,"21km ESE of Anza, CA",0.23,0.157,20,ci
2022-06-13T10:41:29.980Z,33.5106667,-116.4515,6.01,1.03,ml,ci,ci40039391,"21km ESE of Anza, CA",0.29,0.161,28,ci
2022-06-13T10:35:13.994Z,58.9802,-154.2563,123.1,1.6,ml,ak,ak0227jeas6f,"59 km SSE of Kokhanok, Alaska",,,,ak
2022-06-13T10:23:06.550Z,36.4141667,-120.989,10.98,2.87,md,nc,nc73744941,"19km SE of Pinnacles, CA",0.18,0.123,131,nc
2022-06-13T10:22:11.620Z,19.96516667,-155.6813333,3.39,2.28,ml,hv,hv73042767,"6 km S of Waimea, Hawaii",0.54,0.029205239,5,hv
2022-06-13T10:14:13.510Z,33.5071667,-116.4535,5.77,1.12,ml,ci,ci40039375,"21km ESE of Anza, CA",0.15,0.221,21,ci
2022-06-13T10:00:26.490Z,44.7778333,-110.8198333,4.83,1.05,ml,uu,uu60501667,"23 km SSW of Mammoth, Wyoming",1.1,0.175,2,uu
2022-06-13T09:59:53.160Z,38.549,-112.763,4.33,1.03,ml,uu,uu60501662,"27 km NE of Milford, Utah",0.63,0.202,4,uu
2022-06-13T09:45:10.910Z,33.5033333,-116.4615,5.64,2.55,ml,ci,ci40039327,"20km ESE of Anza, CA",0.1,0.169,25,ci
2022-06-13T09:40:43.530Z,38.9461667,-123.0025,6.06,3.01,ml,nc,nc73744931,"13km SW of Lakeport, CA",0.17,0.153,68,nc
2022-06-13T09:40:37.020Z,33.5043333,-116.457,6.84,2.16,ml,ci,ci40039319,"21km ESE of Anza, CA",0.12,0.259,24,ci
2022-06-13T09:32:09.640Z,40.0493333,-123.7918333,18.7,1.93,md,nc,nc73744916,"8km SSE of Redway, CA",0.39,0.224,16,nc
2022-06-13T09:31:10.320Z,17.99083333,-66.84883333,16.92,2.07,md,pr,pr71353893,"3 km W of Indios, Puerto Rico",0.61,0.151806216,3,pr
2022-06-13T09:26:46.260Z,33.2348333,-116.1095,10.36,1.91,ml,ci,ci40039303,"10km NNE of Ocotillo Wells, CA",0.12,0.161,22,ci
2022-06-13T09:25:51.359Z,36.84683333,-97.764,3.03,1.31,ml,ok,ok2022lmnr,"5 km NNW of Medford, Oklahoma",,0.16,23,ok
2022-06-13T09:15:36.100Z,36.3065,-120.8896667,6.87,1.97,md,nc,nc73744891,"23km NNE of San Lucas, CA",0.27,0.273,42,nc
2022-06-13T09:06:46.414Z,31.10406163,-103.116673,7.776879883,2.2,ml,tx,tx2022lmna,"16 km SSW of Coyanosa, Texas",0.910481647,0.2,24,tx
2022-06-13T09:05:04.810Z,38.787,-122.778,0.89,1.32,md,nc,nc73744886,"2km WNW of The Geysers, CA",0.17,0.021,9,nc
2022-06-13T09:04:40.200Z,34.3791667,-117.8156667,6.14,1.01,ml,ci,ci40039287,"13km SSW of Llano, CA",0.21,0.218,15,ci
2022-06-13T09:04:28.946Z,51.5959,-178.4835,14.1,1,ml,ak,ak0227jdiqj2,"131 km WSW of Adak, Alaska",,,,ak
2022-06-13T08:56:21.180Z,38.8061667,-122.8095,2.11,1.4,md,nc,nc73744871,"6km NW of The Geysers, CA",0.13,0.096,16,nc
2022-06-13T08:45:59.110Z,55.8123,-158.1468,81.9,2.3,ml,ak,ak0227jd65lz,"56 km SSE of Chignik, Alaska",,,,ak
2022-06-13T08:44:14.740Z,18.65083333,-66.47933333,63.27,2.79,md,pr,pr71353888,"20 km N of Tierras Nuevas Poniente, Puerto Rico",1.29,0.060351919,10,pr
2022-06-13T08:42:45.570Z,38.8139992,-122.8216629,2.42,0.99,md,nc,nc73744866,"7km NW of The Geysers, CA",0.3,0.09,3,nc
2022-06-13T08:34:34.110Z,35.9121667,-117.6771667,7.08,0.96,ml,ci,ci40039271,"21km E of Little Lake, CA",0.36,0.156,5,ci
2022-06-13T08:30:27.420Z,35.8783333,-117.6953333,3.85,1.05,ml,ci,ci40039255,"20km ESE of Little Lake, CA",0.23,0.195,3,ci
2022-06-13T08:24:20.130Z,51.99333333,-174.0713333,29.94,2.02,ml,av,av91597971,"24 km SSE of Atka, Alaska",4.65,0.134957314,4,av
2022-06-13T08:13:10.870Z,19.25866699,-155.3961639,32.75,1.84000003,md,hv,hv73042667,"10 km NE of Pāhala, Hawaii",0.69,1.82000005,6,hv
2022-06-13T08:04:53.600Z,40.5948333,-122.0756667,16.11,1.46,md,nc,nc73744856,"10km ENE of Millville, CA",0.52,0.096,18,nc
2022-06-13T07:59:41.390Z,42.3801667,-112.281,1.86,1.2,md,uu,uu60501652,"13 km WSW of Downey, Idaho",0.72,0.378,5,uu
2022-06-13T07:54:27.127Z,-20.453,-69.2412,94.48,4,mb,us,us7000hh22,"98 km ESE of Iquique, Chile",4.9,0.26,4,us
2022-06-13T07:48:28.770Z,35.6231667,-117.4673333,9.61,1.67,ml,ci,ci40039231,"17km SSW of Searles Valley, CA",0.2,0.134,19,ci
2022-06-13T07:39:23.750Z,38.8143333,-122.8206667,2.92,1.75,md,nc,nc73744821,"7km NW of The Geysers, CA",0.14,0.145,17,nc
2022-06-13T07:32:12.895Z,38.4672,-119.4239,3.3,1.2,ml,nn,nn00840846,"7 km SE of Walker, California",,0.29,5,nn
2022-06-13T07:26:43.978Z,63.1231,-150.8459,25.5,1.4,ml,ak,ak0227jcgm8d,"64 km SE of Denali National Park, Alaska",,,,ak
2022-06-13T07:24:05.680Z,19.24266624,-155.4238281,35.52000046,1.87,md,hv,hv73042637,"7 km NE of Pāhala, Hawaii",0.76,0.930000007,8,hv
2022-06-13T07:15:15.552Z,63.5251,-147.414,75.3,1.2,ml,ak,ak0227jce75v,"77 km ESE of Denali Park, Alaska",,,,ak
2022-06-13T07:11:48.989Z,69.6198,-144.832,0,2.1,ml,ak,ak0227jcdevm,"73 km SW of Kaktovik, Alaska",,,,ak
2022-06-13T07:06:19.230Z,38.816,-122.8195,2.8,1.32,md,nc,nc71128309,"7km NW of The Geysers, CA",0.18,0.126,3,nc
2022-06-13T07:06:14.020Z,38.8146667,-122.8205,2.74,1.72,md,nc,nc73744786,"7km NW of The Geysers, CA",0.15,0.436,3,nc
2022-06-13T07:04:17.982Z,-46.8408,-10.5529,10,4.9,mb,us,us7000hh1u,southern Mid-Atlantic Ridge,11,0.079,51,us
2022-06-13T06:57:04.630Z,39.4313333,-110.3025,-1.68,1.86,ml,uu,uu60501647,"15 km SSE of Sunnyside, Utah",1.1,0.118,5,uu
2022-06-13T06:22:41.110Z,18.08783333,-66.85833333,5.47,2.07,md,pr,pr71353878,"5 km N of Yauco, Puerto Rico",0.47,0.449266581,2,pr
2022-06-13T06:19:03.873Z,34.4738,85.2722,10,4.2,mb,us,us7000hh1n,western Xizang,6.9,0.167,10,us
2022-06-13T06:16:38.050Z,35.51,-118.3921667,6,2.16,ml,ci,ci40039215,"12km SE of Bodfish, CA",0.13,0.249,26,ci
2022-06-13T06:09:28.350Z,34.699,-116.2956667,7.53,1.76,ml,ci,ci40039207,"13km W of Ludlow, CA",0.15,0.21,24,ci
2022-06-13T06:04:55.530Z,38.8136673,-122.8208313,2.47,0.96,md,nc,nc73744751,"7km NW of The Geysers, CA",0.23,0.05,3,nc
2022-06-13T06:03:14.206Z,29.29595947,-97.42107077,3.986124674,2.3,ml,tx,tx2022lmgz,"21 km E of Smiley, Texas",1.660515745,0.1,6,tx
2022-06-13T06:01:47.406Z,63.0817,-151.4546,0,1.1,ml,ak,ak0227jbptzo,"52 km SSE of Denali National Park, Alaska",,,,ak
2022-06-13T06:01:38.890Z,44.3778333,-115.1756667,4.13,1.88,ml,mb,mb80548699,"25 km NW of Stanley, Idaho",0.69,0.05,10,mb
2022-06-13T05:34:35.891Z,36.4344,70.7813,206.69,4.4,mb,us,us7000hh1f,"47 km S of Jurm, Afghanistan",3.1,0.087,38,us
2022-06-13T05:29:51.420Z,34.034,-117.2645,16.27,1.05,ml,ci,ci40039191,"2km S of Loma Linda, CA",0.17,0.158,20,ci
2022-06-13T05:25:52.959Z,-22.8628,-174.1796,10,4.9,mb,us,us7000hh1e,"187 km SSE of ‘Ohonua, Tonga",8.8,0.076,54,us
2022-06-13T05:19:06.934Z,61.5949,-146.3268,8.9,1.4,ml,ak,ak0227jb865h,"50 km SSE of Nelchina, Alaska",,,,ak
2022-06-13T05:16:19.040Z,62.03066667,-144.1566667,17.83,1.21,ml,av,av91597831,"54 km NE of Kenny Lake, Alaska",0.89,0.257719215,5,av
2022-06-13T05:10:22.960Z,18.23383333,-67.18916667,105.32,3.03,md,pr,pr71353873,Mona Passage,1.46,0.080330314,8,pr
2022-06-13T05:03:54.070Z,44.821,-110.7545,8.94,1.49,ml,uu,uu60501632,"17 km SSW of Mammoth, Wyoming",2.6,0.088,3,uu
2022-06-13T04:46:12.120Z,18.07183333,-66.88316667,18.03,2.37,md,pr,pr71353868,"4 km NNE of Lluveras, Puerto Rico",0.29,0.013661139,5,pr
2022-06-13T04:40:41.759Z,58.9667,-151.4342,30.8,2.7,ml,ak,ak0227jarb9r,"48 km SSE of Port Graham, Alaska",,,,ak
2022-06-13T04:27:38.079Z,61.6299,-149.9053,25,2.3,ml,ak,ak0227jaoim6,"4 km W of Houston, Alaska",,,,ak
2022-06-13T04:17:16.470Z,17.9115,-66.88716667,15.67,2.32,md,pr,pr71353863,"7 km SSE of Guánica, Puerto Rico",0.71,0.065158787,7,pr
2022-06-13T04:13:03.841Z,63.6967,-152.6749,0,1.9,ml,ak,ak0227jalg0g,"27 km SW of Lake Minchumina, Alaska",,,,ak
2022-06-13T03:57:22.066Z,58.4009,-151.0294,11.8,3.3,ml,ak,ak0227ja9h8h,"101 km ENE of Ouzinkie, Alaska",,,,ak
2022-06-13T03:53:20.350Z,44.8243333,-110.7431667,8.56,1.35,ml,uu,uu60501602,"17 km S of Mammoth, Wyoming",2.6,0.006,2,uu
2022-06-13T03:53:09.660Z,35.8616667,-117.6936667,9.92,1.15,ml,ci,ci40039175,"21km ESE of Little Lake, CA",0.23,0.148,9,ci
2022-06-13T03:51:17.230Z,44.8193333,-110.754,8.3,1.63,ml,uu,uu60501597,"17 km SSW of Mammoth, Wyoming",2,0.15,4,uu
2022-06-13T03:49:41.670Z,44.794,-110.8025,7.81,2.44,ml,uu,uu60501592,"21 km SSW of Mammoth, Wyoming",0.62,0.224,5,uu
2022-06-13T03:44:44.260Z,32.633,-115.7593333,7.16,1.03,ml,ci,ci40039167,"18km WNW of Progreso, B.C., MX",0.26,0.065,4,ci
2022-06-13T03:36:38.460Z,36.2635,-98.53983333,6.35,1.16,ml,ok,ok2022lmcd,Oklahoma,,0.27,7,ok
2022-06-13T03:33:50.650Z,36.0868333,-117.8783333,3.07,1.18,ml,ci,ci40039159,"8km NE of Coso Junction, CA",0.18,0.054,3,ci
2022-06-13T03:10:10.690Z,17.92633333,-66.77433333,7.16,2.59,md,pr,pr71353858,"8 km SSE of Indios, Puerto Rico",0.42,0.167036837,12,pr
2022-06-13T03:06:04.850Z,35.6133333,-117.4566667,8.51,1.91,ml,ci,ci40039143,"18km SSW of Searles Valley, CA",0.17,0.15,25,ci
2022-06-13T02:54:59.513Z,65.5798,-152.0639,1.4,1,ml,ak,ak0227j9nhgf,"45 km N of Tanana, Alaska",,,,ak
2022-06-13T02:50:10.560Z,34.8433333,-118.9985,8.98,1.19,ml,ci,ci40039135,"5km WNW of Frazier Park, CA",0.34,0.189,6,ci
2022-06-13T02:44:06.669Z,31.55640129,-104.0395391,7.699755859,2.8,ml,tx,tx2022lmak,"35 km NW of Toyah, Texas",1.434454065,0.2,10,tx
2022-06-13T02:42:37.810Z,33.5576667,-116.7998333,5.38,1.78,ml,ci,ci40039127,"12km W of Anza, CA",0.14,0.163,25,ci
2022-06-13T02:42:17.944Z,-19.3178,168.8709,53.64,4.4,mb,us,us7000hh0k,"49 km WNW of Isangel, Vanuatu",5.1,0.135,16,us
2022-06-13T02:34:36.760Z,17.992,-66.9775,7.57,1.98,md,pr,pr71353848,"6 km W of Fuig, Puerto Rico",1.58,0.00427381,3,pr
2022-06-13T02:23:50.618Z,64.8108,-150.9688,12.8,1,ml,ak,ak0227j9gtkl,"26 km SW of Manley Hot Springs, Alaska",,,,ak
2022-06-13T02:04:01.150Z,19.25149918,-155.3831635,30.87000084,2.32,ml,hv,hv73042462,"11 km ENE of Pāhala, Hawaii",0.52,4.14,14,hv
2022-06-13T01:34:51.620Z,32.1655,-116.3485,24.04,1.07,ml,ci,ci40039095,"42km NE of Ensenada, B.C., MX",0.46,0.074,6,ci
2022-06-13T01:33:23.360Z,31.63288634,-104.3692391,5.540283203,2.3,ml,tx,tx2022llyc,"60 km S of Whites City, New Mexico",2.111143513,0.1,13,tx
2022-06-13T01:26:51.840Z,17.987,-66.97933333,6.93,1.81,md,pr,pr71353843,"6 km W of Fuig, Puerto Rico",1.49,0.083068307,4,pr
2022-06-13T01:24:03.610Z,19.2468338,-155.3993378,31.31999969,2.03999996,md,hv,hv73042432,"9 km ENE of Pāhala, Hawaii",0.64,0.079999998,12,hv
2022-06-13T01:23:03.427Z,38.1162,-118.2456,13.6,1,ml,nn,nn00840840,"32 km SSW of Mina, Nevada",,0.18,3,nn
2022-06-13T01:22:59.644Z,59.4798,-153.4177,103.1,1.3,ml,ak,ak0227j8v6y4,"51 km SE of Pedro Bay, Alaska",,,,ak
2022-06-13T01:21:08.240Z,44.8046667,-110.7793333,8.23,1.17,ml,uu,uu60501577,"20 km SSW of Mammoth, Wyoming",1.46,0.21,2,uu
2022-06-13T01:11:12.070Z,46.5613333,-112.544,8.02,1.74,ml,mb,mb80548659,"5 km SE of Avon, Montana",0.33,0.087,3,mb
2022-06-13T00:57:42.917Z,37.2079,71.3372,122.65,4.3,mb,us,us7000hh06,"36 km SSW of Khorugh, Tajikistan",6.9,0.201,7,us
2022-06-13T00:47:57.030Z,19.21033287,-155.4866638,32.20000076,2.22000003,md,hv,hv73042422,"Island of Hawaii, Hawaii",0.52,1.64999998,22,hv
2022-06-13T00:42:48.330Z,34.043,-118.1741667,11.09,1.45,ml,ci,ci40039071,"1km NNW of East Los Angeles, CA",0.25,0.137,32,ci
2022-06-13T00:38:00.286Z,38.3957,73.2522,131.95,4,mb,us,us7000hh04,"67 km WNW of Murghob, Tajikistan",4.8,0.299,3,us
2022-06-13T00:34:25.950Z,19.25349998,-155.4018402,31.98999977,1.88,md,hv,hv73042412,"9 km NE of Pāhala, Hawaii",0.64,1.11000001,16,hv
2022-06-13T00:28:16.710Z,33.6326667,-116.6905,14.65,1.12,ml,ci,ci40039063,"9km N of Anza, CA",0.16,0.16,32,ci
2022-06-13T00:00:17.330Z,17.96083333,-66.96716667,13.85,2.55,md,pr,pr71353828,"6 km WSW of Fuig, Puerto Rico",1.13,0.162393683,4,pr
2022-06-12T23:59:25.891Z,61.2615,-149.9497,32.7,1.5,ml,ak,ak0227hyn8nh,"5 km NNW of Anchorage, Alaska",,,,ak
2022-06-12T23:30:33.130Z,31.62369307,-104.504745,6.362939453,2.6,ml,tx,tx2022llua,"62 km S of Whites City, New Mexico",1.783983153,0.2,11,tx
2022-06-12T23:20:10.510Z,35.0288333,-117.6763333,-0.82,1.63,ml,ci,ci40039031,"4km NW of Boron, CA",0.43,0.171,22,ci
2022-06-12T22:54:52.720Z,18.036,-66.82483333,15.45,2.32,md,pr,pr71353823,"2 km E of Yauco, Puerto Rico",0.55,0.161335859,5,pr
2022-06-12T22:53:56.050Z,36.0191667,-117.7945,1.78,0.97,ml,ci,ci40039023,"14km NE of Little Lake, CA",0.25,0.236,6,ci
2022-06-12T22:52:41.570Z,51.8013,-179.0055,8,1.3,ml,ak,ak0227hy0c8t,"163 km W of Adak, Alaska",,,,ak
2022-06-12T22:48:16.660Z,32.333,-115.2348333,27.02,2.73,ml,ci,ci40039015,"5km WSW of Delta, B.C., MX",0.64,0.242,28,ci
2022-06-12T22:46:50.241Z,-7.7215,-13.6799,10,4.8,mb,us,us7000hgzv,"83 km ENE of Georgetown, Saint Helena",7.2,0.107,27,us
2022-06-12T22:45:01.406Z,31.66324481,-104.3651965,6.979931641,2.2,ml,tx,tx2022llsn,"56 km S of Whites City, New Mexico",1.390275805,0.2,11,tx
2022-06-12T22:44:41.510Z,32.3343333,-115.2368333,25.65,3.06,ml,ci,ci40039007,"5km WSW of Delta, B.C., MX",0.66,0.229,43,ci
2022-06-12T22:34:04.037Z,-7.3052,120.1484,562.45,4.8,mb,us,us7000hgzp,"134 km NNE of Labuan Bajo, Indonesia",9.6,0.053,112,us
2022-06-12T22:31:04.163Z,35.5367,84.0934,21.73,4.3,mb,us,us7000hgzn,Xinjiang-Xizang border region,9.5,0.129,17,us
2022-06-12T22:19:32.530Z,19.19233333,-155.4095,33.3,2.67,ml,hv,hv73042342,"7 km E of Pāhala, Hawaii",0.44,0.226227634,25,hv
2022-06-12T22:17:14.565Z,38.1275,-117.9976,1.9,1.8,ml,nn,nn00840813,"30 km SSE of Mina, Nevada",,0.29,4,nn
2022-06-12T21:57:20.112Z,63.7724,-150.6795,0,1,ml,ak,ak0227hxfxkb,"57 km ENE of Denali National Park, Alaska",,,,ak
2022-06-12T21:54:19.650Z,17.978,-67.008,10.65,1.52,md,pr,pr71353813,"4 km E of La Parguera, Puerto Rico",0.53,0.042614778,5,pr
2022-06-12T21:53:27.380Z,17.98633333,-66.8875,11.37,1.79,md,pr,pr71353808,"0 km NNE of Maria Antonia, Puerto Rico",0.73,0.008023614,3,pr
2022-06-12T21:47:51.630Z,17.98716667,-66.82,15.87,1.71,md,pr,pr71353803,"0 km S of Indios, Puerto Rico",0.44,0.129057802,5,pr
2022-06-12T21:16:11.961Z,13.0234,-87.3008,10,4.4,mb,us,us7000hgzk,"21 km SSE of Monjarás, Honduras",2.1,0.378,2,us
2022-06-12T21:05:19.661Z,11.1871,-86.7965,35,4.3,mb,us,us7000hgzj,"73 km SSW of Masachapa, Nicaragua",5.7,0.085,39,us
2022-06-12T21:03:53.299Z,38.1348,-117.9934,4.5,1.8,ml,nn,nn00840811,"30 km SSE of Mina, Nevada",,0.33,5,nn
2022-06-12T20:57:41.400Z,19.26049995,-155.3818359,34.06999969,1.98000002,md,hv,hv73042277,"12 km ENE of Pāhala, Hawaii",0.91,2.05999994,4,hv
2022-06-12T20:47:28.740Z,19.24150085,-155.3871613,32.86000061,2.15,ml,hv,hv73042272,"10 km ENE of Pāhala, Hawaii",0.52,4.08,5,hv
2022-06-12T20:46:20.280Z,36.0883333,-117.6896667,-0.23,2.06,ml,ci,ci40038959,"24km ENE of Coso Junction, CA",0.19,0.139,26,ci
2022-06-12T20:41:32.899Z,60.9926,-150.4759,46.9,2,ml,ak,ak0227hwr3hl,"13 km NE of Point Possession, Alaska",,,,ak
2022-06-12T20:33:36.870Z,19.2385006,-155.3860016,33.75999832,2.39,ml,hv,hv73042252,"10 km ENE of Pāhala, Hawaii",0.6,3.65,20,hv
2022-06-12T20:31:08.892Z,57.6822,-156.023,90.9,1.5,ml,ak,ak0227hwowva,"84 km ENE of Ugashik, Alaska",,,,ak
2022-06-12T20:27:07.380Z,19.23583412,-155.3903351,32.06000137,2.11,ml,hv,hv73042242,"9 km ENE of Pāhala, Hawaii",0.53,4.27,4,hv
2022-06-12T20:26:00.100Z,18.02483333,-66.7425,14.72,1.74,md,pr,pr71353798,"2 km ENE of Magas Arriba, Puerto Rico",0.43,0.127079477,5,pr
2022-06-12T20:15:18.270Z,38.8069992,-122.7771683,2.04,0.98,md,nc,nc73744496,"4km NNW of The Geysers, CA",0.29,0.35,4,nc
2022-06-12T20:13:15.890Z,51.86016667,-177.8355,8.84,1.04,ml,av,av91597476,"82 km W of Adak, Alaska",0.57,0.254890995,4,av
2022-06-12T19:58:15.160Z,19.24166679,-155.3939972,32.52000046,1.84000003,md,hv,hv73042217,"9 km ENE of Pāhala, Hawaii",0.81,1.82000005,6,hv
2022-06-12T19:40:19.410Z,44.8236667,-110.7448333,9.08,1.02,md,uu,uu60501517,"17 km SSW of Mammoth, Wyoming",2.16,0.296,6,uu
2022-06-12T18:49:13.810Z,38.8359985,-122.8065033,1.68,1.18,md,nc,nc73744476,"7km WNW of Cobb, CA",0.25,,1,nc
2022-06-12T18:44:45.581Z,23.8609,-108.9621,10,4.2,mb,us,us7000hgyx,"70 km ENE of La Rivera, Mexico",8.6,0.081,42,us
2022-06-12T18:44:40.588Z,29.26940918,-97.45519301,2.494384766,2.2,ml,tx,tx2022llkq,"17 km E of Smiley, Texas",1.615343042,0.1,9,tx
2022-06-12T18:43:53.539Z,60.6288,-150.0627,26.8,1.6,ml,ak,ak0227hvkpax,"20 km NW of Cooper Landing, Alaska",,,,ak
2022-06-12T18:40:02.260Z,33.2181667,-115.618,14.62,1.6,ml,ci,ci40038935,"10km WSW of Niland, CA",0.64,0.367,7,ci
2022-06-12T18:35:21.397Z,38.8216,43.5221,10,5.2,mww,us,us7000hgyu,"26 km SSE of Erciş, Turkey",3.2,0.086,13,us
2022-06-12T18:33:47.406Z,31.61543834,-104.1027858,7.237011719,0.25,ml,tx,tx2022llkg,"44 km NW of Toyah, Texas",1.280812093,0.2,10,tx
2022-06-12T18:28:44.590Z,36.342,-120.9146667,6.5,2.7,md,nc,nc73744471,"23km WSW of New Idria, CA",0.18,0.158,115,nc
2022-06-12T18:01:10.943Z,-6.2881,103.7455,46,4.5,mb,us,us7000hgyn,"192 km WSW of Bandar Lampung, Indonesia",5.3,0.105,27,us
